,Score,Comment,Comment_after_2,output
2962,7.2,"🌵Quán nằm trong khu chợ nên không gian khá bé, được vài bàn thui, thấy ship đi nhiều chứ ăn tại chỗ thì hơi chật. Tuy nhiên kh bị bí với ám mùi 👍👍👍
.
💚Nhìn chung thì bún ở đây cũng ổn nhưng vị khá bình thường hong gây thương nhớ ))) Xuất sắc nhất là cá chiên siêu chuẩn, giòn tan, nhai được cả xương dăm mà bên trong thịt cá vẫn mềm ẩm, không bị bã 🤩👏👏Một suất được 4 miếng cá to ú ụ, khá chất lượng. Ngoài ra có món măng ngâm cũng đỉnh luôn. Măng giòn, đủ vị chua cay ngọt, ăn kèm bún độ ngon tăng lên gấp bội, thật luôn đấy 😋😋
.
💔Tuy nhiên phần quan trọng là nước dùng thì lại hơi chán. Nước dùng thanh, chua nhẹ nhưng khi ăn cùng bún thì bị nhạt, không tròn vị. Cảm giác cứ bị thiếu thiếu chút đậm đà, ăn không tới 😕 Nước mắm tỏi ớt chấm cá cũng khá nhạt. Sau một hồi pha chế thì nhận ra nên cho thêm 1-2 thìa nước ngâm măng vào ăn có vẻ ổn ổn hơn.
.
💚 Giá cả ở đây cũng tầm bình dân, chấp nhận được so với chất lượng.",hàng đi khôngthích thích thích yêu cười chúc mừng chúc mừng   cười cười quan   cho yêu ,0
2963,7.2,Gọi bát gì đó 40k. Ăn đc. Hơi nhiều thịt. Lần sau chắc gọi ít hơn. Vị trí foody sai. Trà đá ở đây là trà sâm dứa. Nói chung rẻ.,gọi bát gì đó ăn đc hơi nhiều thịt lần chắc gọi ít hơn vị trí  trà đá ở đây là trà sâm dứa nói rẻ,0
2964,4.8,Nghe danh nay đặt bát bún cá chấm quán này mà đóng gói nước dùng vào túi ni lon mất vsattp quá,đặt bát bún cá chấm quán này mà đóng gói nước dùng vào túi mất vsattp quá,0
2965,9.6,"#reviewfoody
Gọi vẫn nóng như ở quán luôn nhá
1 bát ăn no ná thở luôn, nên chọn bún vì bánh đa hay bị vón cục 
Thích nhất là đồ luôn sạch, hộp đựng xịn xò, rau sống nhiều
Nước chua ngọt vừa miệng, miếng cá siêu to khổng lồ như ảnh luôn, cá ngọt chắc thịt, không vì đi 3km mà mất độ giòn
quán này có cả dọc mùng ăn khá vui miệng
Giá quán có cho lựa chọn ko lấy mấy gói me, ớt thì hay hơn vì mình ko ăn nên lần nào cũng bỏ, phí ha
Mua 3 suất được tặng thêm 1 sữa đậu luôn đó",reviewfoody gọi vẫn nóng như ở quán luôn nhá bát ăn ná thở luôn nên chọn bún vì bánh đa bị vón cục thích nhất là đồ luôn sạch hộp đựng xịn xò sống nhiều nước ngọt vừa miệng miếng cá siêu khổng lồ như ảnh luôn cá ngọt chắc thịt khôngvì đi mà mất độ giòn quán này có cả dọc mùng ăn khá miệng giá quán có cho lựa chọn khônglấy mấy gói ớt thì hơn vì mình khôngăn nên lần nào cũng bỏ phí suất được tặng thêm sữa đậu luôn đó,1
2966,1.0,"Mình gọi 2 suất bún cá kèm chả cá thì nhận được 2 suất bún chả nướng. Khó hiểu thật sự, chả hiểu quán làm ăn như thế nào",mình gọi suất bún cá kèm chả cá thì nhận được suất bún chả nướng khó hiểu thật sự chả hiểu quán làm ăn như thế nào,0
2967,9.8,"Hôm trước đặt qua shopee - now để được ưu đãi.
Bún rất ngon, nước dùng vừa vặn, miếng cá dày, giòn, k bị khô
Đóng gói siêu cẩn thận; mình đọc rv trên Now cũng thấy khen gói đẹp, nhận đồ công nhận là đóng gói trong tô giấy xinh xắn, thìa đũa đẹp hơn loại thìa đũa của các quán bình dân khác.
Hôm trước gọi 3 suất, 2 bà chị ở VP ăn xong dặn hsau đặt thêm 1 phần cá ăn cho đã
Trưa nay tính đặt mà thấy quán đóng cửa, trên app có ghi số hotline mà gọi thấy kêu lộn số; mong quán check lại xem đúng không nha
Vì k đi ăn tại quán bh nên tạm cho các điểm vị trí không gian.... là 10 đi nha
Giá cả thì ổn so với mặt bằng chung
Phục vụ thì do trưa thèm ăn mà k đặt được, gọi số trên app mà kêu lộn nên trừ 1 điểm vậy :D
À bonus thêm hôm trc đặt 3 suất tổng 120k đc tặng thêm chai sữa đậu, trên app k thấy ghi chương trình gì, cũng k thấy quán tbao tự nhiên thấy chai sữa đậu thôi :D",hôm trước đặt shopee để được ưu đãi bún rất nước dùng vừa vặn miếng cá dày giòn khôngbị khô đóng gói siêu cẩn thận mình đọc trên cũng thấy gói đẹp nhận đồ công nhận là đóng gói tô giấy xắn thìa đũa đẹp hơn loại thìa đũa của các quán bình dân khác hôm trước gọi suất bà chị ở ăn dặn hsau đặt thêm phần cá ăn cho đã trưa tính đặt mà thấy quán đóng cửa trên app có số hotline mà gọi thấy kêu lộn số quán lại đúng khôngvì khôngđi ăn tại quán bây giờ nên tạm cho các điểm vị trí không là đi giá cả thì ổn với mặt bằng phục vụ thì trưa thèm ăn mà khôngđặt được gọi số trên app mà kêu lộn nên trừ điểm vậy à bonus thêm hôm trước đặt suất tổng được tặng thêm sữa đậu trên app khôngthấy chương trình gì cũng khôngthấy quán tbao tự nhiên thấy sữa đậu thôi ,1
2968,7.6,"Mình là 1 con đam mê bún cá,cứ thấy review bún cá ở đâu ngon là phải thử. Dạo này thấy quảng cáo rầm rộ bún cá Trung Vũ lại còn gần nhà,liền xách mồm đến thử.mk có vắt nửa quả quất rồi thử miếng nước đầu tiên. Ôi thôi chả có gì ngoài vị chua. Miếng cá to quá nên ăn k còn vị giòn. Nước chấm cũng không đặc sắc. Tóm lại được cái đầy đặn,miếng cá to còn lại k hợp khẩu vị mình lắm. Mn có thể ghé thử biết đâu lại hợp, chắc do mồm mk có vấn đề chứ thấy shipper now đến lườm lượp ấy.",mình là đam mê bún cá cứ thấy review bún cá ở đâu là phải thử dạo này thấy quảng cáo rầm rộ bún cá vũ lại còn gần nhà liền xách mồm đến thử có vắt nửa quả quất rồi thử miếng nước đầu tiên ôi thôi chả có gì ngoài vị  miếng cá quá nên ăn khôngcòn vị giòn nước chấm cũng khôngđặc sắc tóm lại được cái đầy đặn miếng cá còn lại khônghợp khẩu vị mình lắm mọi người có thể ghé thử biết đâu lại hợp chắc mồm mình có vấn đề chứ thấy shipper đến lườm lượp ấy,1
2969,10.0,"Bún cá thơm ngon, đầy đặn, sạch sẽ. Rau thơm, gia vị đầy đủ. Mình thích thêm rau nên tự trần giá đỗ của nhà nhé 😊Lần sau sẽ đặt tiếp",bún cá thơm đầy đặn sạch sẽ thơm vị đầy đủ mình thích thêm nên tự trần giá đỗ của nhà nhé cười lần sẽ đặt tiếp,1
2970,10.0,"Bún cá ngon tuyệt ah. Nước sốt me ngon, rau sống tươi xanh. Lại được bonus thêm cái kẹo oishi nữa. Sẽ ủng hộ quán dài dài",bún cá tuyệt  nước sốt sống tươi  lại được bonus thêm cái kẹo oishi nữa sẽ ủng hộ quán dài dài,1
2971,9.8,Bún ngon đầy đặn gói đẹp 👍🏻 mong quán giữ mãi phong độ này. Sẽ ql ủng hộ tiếp,bún đầy đặn gói đẹp thích quán giữ mãi độ này sẽ ủng hộ tiếp,1
2972,8.0,"Được hôm mát trời ở nhà đặt bún cá về ăn. Nhận được hàng mà bất ngờ quá luôn. Quán gói ghém đồ rất cẩn thận, sạch sẽ. Lúc mình mang đồ ra sắp bát thì thấy đồ rất tươi, đẹp, gọi suất đầy đủ được 3 miếng cá to, 2 miếng chả cá+ 2 con tôm múp míp rau cũng sạch sẽ. Nhìn đã thấy cực kì hài lòng.
Về hương vị: nước dùng đậm, rất rõ vị chua( mình đặc biệt thích quán bún cá nào làm nổi bật được hương vị canh cá chua) và nước dùng từ cá, không bị tanh. Các bạn chỉ cần cho thêm ớt là ngon không cần thêm gì khác luôn. Cá chắc, rán giòn, tôm béo, chắc thịt và tươi, chả cá bình thường không có gì nổi bật. Nhìn chung khá ngon và hợp khẩu vị mình",được hôm mát trời ở nhà đặt bún cá về ăn nhận được hàng mà bất ngờ quá luôn quán gói ghém đồ rất cẩn thận sạch sẽ lúc mình đồ sắp bát thì thấy đồ rất tươi đẹp gọi suất đầy đủ được miếng cá miếng chả cá tôm múp míp cũng sạch sẽ nhìn đã thấy cực kì hài lòng về hương vị nước dùng đậm rất rõ vị mình đặc biệt thích quán bún cá nào làm nổi bật được hương vị cá và nước dùng từ cá khôngbị  các bạn chỉ cần cho thêm ớt là khôngcần thêm gì khác luôn cá chắc rán giòn tôm béo chắc thịt và tươi chả cá bình thường khôngcó gì nổi bật nhìn khá và hợp khẩu vị mình,1
2973,5.8,"Lâu rồi mới quay lại, không bao giờ đánh giá cao đồ ăn tại đây, kiểu giá cả đi đôi với chất lượng dù bây giờ giá cũng tăng ra phết mà chất lượng có vẻ không ổn lên là mấy. Với bọn mình thì giữa một đống đồ ăn phong phú của spaghetti box thì chỉ có spaghetti là ổn nhất rồi. Còn salad rồi gà rồi pizza thôi dẹp dùm. Chọn 2 đĩa mì này để ăn. Mì sốt gà kem của mình đúng kiểu nhạt kinh khủng. Spicy duck thì vị đậm đà hơn tuy nhiên bạn mình cũng nói là không ngon 👌🏻không gian chật chội.",lâu rồi mới lại khônggiờ đánh giá đồ ăn tại đây kiểu giá cả đi đôi với chất lượng dù bây giờ giá cũng tăng phết mà chất lượng có vẻ khôngổn lên là mấy với bọn mình thì giữa một đống đồ ăn phú của thì chỉ có là ổn nhất rồi còn rồi gà rồi thôi dẹp dùm chọn đĩa mì này để ăn mì sốt gà của mình đúng kiểu nhạt khủng spicy duck thì vị đậm đà hơn nhiên bạn mình cũng nói là khôngthích khôngchật chội,0
2974,8.0,"Hellu thèm mì quá nên đã ra đây ăn thử 
Vị trí: siêu dễ tìm 
Trang trí: bình thường thui
Nhân viên: tớ tiếp xúc với 4 nhân viên thì 2/4 ok còn 2 thì chưa được thân thiện lắm
Phục vụ: khá nhanh nhé
Đồ ăn: tớ gọi mì sốt kem nấm còn bạn tớ gọi mì sốt bò rượu vang. Thử cả 2 thì thấy đều vừa miệng, dễ ăn. Bò thì hợp những bạn nào thích ăn vị rõ ràng hơn nhé. Còn sốt kem thì hợp bạn nào ăn nhạt hơn và thích ngậy ngậy nhé. Thịt thì cả 2 đều nêm vừa. Về salad thì ăn cho đỡ ngấy thui chứ tớ không đánh giá cao salad. Menu nước cũng phong phú đa dạng và đặc biệt là giá thì rất hợp lí nheee. 
Highly recommend",hellu thèm mì quá nên đã đây ăn thử vị trí siêu dễ tìm trí bình thường nhân viên tớ tiếp xúc với nhân viên thì còn thì chưa được thân thiện lắm phục vụ khá nhé đồ ăn tớ gọi mì sốt nấm còn bạn tớ gọi mì sốt bò rượu  thử cả thì thấy đều vừa miệng dễ ăn bò thì hợp những bạn nào thích ăn vị rõ ràng hơn nhé còn sốt thì hợp bạn nào ăn nhạt hơn và thích ngậy ngậy nhé thịt thì cả đều nêm vừa về thì ăn cho đỡ ngấy chứ tớ khôngđánh giá  nước cũng phú đa dạng và đặc biệt là giá thì rất hợp lí nheee ,1
2975,9.4,"Đồ ăn ổn + mỳ ý hải sản sốt ngon nè 
Nhân viên rất ổn. Đồ ăn lên nhanh",đồ ăn ổn mỳ ý hải sản sốt nè nhân viên rất ổn đồ ăn lên ,1
2976,6.0,"Không có ưa SBox lắm nhưng toàn chơi cùng với hội bạn họ Đỗ tên Khỉ và bản thân cũng vậy nên thỉnh thoảng bí quá lại phải zô đây 🤒 Mì sốt kem vẫn khá ổn, mấy kiểu mì sốt cà chua chưa bao giờ là sự lựa chọn ưu tiên của mình. Trà đào uống nhạt, chả có vị trà ý 🤦🏻‍♂️
Về không gian thì hình như có sự thay đổi. Hồi lâu lâu đến đây là ngồi bệt, thì lần này có tầng là được ngồi bàn ghế rồi :))
Đồ lên hơi lâu dù cũng không đông lắm. Các bạn nhân viên phục vụ bê đồ giỏi 👍🏻",khôngcó ưa sbox lắm nhưng toàn chơi cùng với hội bạn họ đỗ tên khỉ và bản thân cũng vậy nên thỉnh thoảng bí quá lại phải dô đây mì sốt vẫn khá ổn mấy kiểu mì sốt cà chưa giờ là sự lựa chọn ưu tiên của mình trà đào uống nhạt chả có vị trà ý về khôngthì hình như có sự đổi hồi lâu lâu đến đây là ngồi bệt thì lần này có tầng là được ngồi bàn ghế rồi đồ lên hơi lâu dù cũng khôngđông lắm các bạn nhân viên phục vụ bê đồ giỏi thích,0
2977,4.2,Súp bí đỏ shop giao là như vây...,súp bí đỏ shop là như vây,0
2978,5.8,"Spaghetti Box Núi Trúc thì không còn gì lạ đối với mình rồi, cách đây cũng phải ngót nghét 10 năm cũng đã từng mua pizza ở đây lần đầu tiên :))
Về sau lớn hơn có ăn thêm tại SBox thì thấy rằng có lẽ pizza là thứ chán nhất của quán :)) 
Mỳ spaghetti sốt kem cùng thịt gà hay thịt nguội thì cũng ăn cũng gần như nhau, suất thịt gà thì có vẻ được cho nhiều thịt hơn. Salad gà ăn ổn, khá ngon. Súp tạm dù decor xấu quá :)) cũng chưa bao giờ đánh giá ở đây decor đẹp cả về không gian lẫn món ăn, giá cả rẻ hướng đến nhiều đối tượng. Không gian chật hẹp, bí. Cơ sở này có không gian hạn chế nhất luôn.",núi trúc thì khôngcòn gì lạ đối với mình rồi cách đây cũng phải ngót nghét năm cũng đã từng ở đây lần đầu tiên về lớn hơn có ăn thêm tại sbox thì thấy rằng có lẽ là thứ chán nhất của quán mỳ sốt cùng thịt gà thịt nguội thì cũng ăn cũng gần như suất thịt gà thì có vẻ được cho nhiều thịt hơn gà ăn ổn khá  súp tạm dù xấu quá cũng chưa giờ đánh giá ở đây đẹp cả về khônglẫn món ăn giá cả rẻ hướng đến nhiều đối tượng khôngchật hẹp bí cơ sở này có khônghạn chế nhất luôn,0
